id,DS,AM Pizza Rack,PM Pizza Racks,gf,vegan,vgf,sales,pizza,notes,weather
2756,2018-08-11,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2757,2018-08-12,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2758,2018-08-13,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2759,2018-08-14,20.5,18,0,0,0,13684,“needs logging”,“none recorded”,“none recorded”
2760,2018-08-15,22.5,22,0,0,0,14862,“needs logging”,“none recorded”,“none recorded”
2761,2018-08-16,17,18,0,0,0,12797,“needs logging”,“none recorded”,“none recorded”
2762,2018-08-17,31,29,0,0,0,17630,“needs logging”,“none recorded”,“none recorded”
2763,2018-08-18,38,27,0,0,0,21431,“needs logging”,“none recorded”,“none recorded”
2764,2018-08-19,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2765,2018-08-20,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2766,2018-08-21,23,18.5,0,0,0,13220,“needs logging”,“none recorded”,“none recorded”
2767,2018-08-22,16,15,0,0,0,10668,“needs logging”,“none recorded”,“none recorded”
2768,2018-08-23,15,21.5,0,0,0,13421,“needs logging”,“none recorded”,“none recorded”
2769,2018-08-24,25,28,0,0,0,16875,“needs logging”,“none recorded”,“none recorded”
2770,2018-08-25,38,32,0,0,0,24094,“needs logging”,“none recorded”,“none recorded”
2771,2018-08-26,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2772,2018-08-27,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2773,2018-08-28,14.5,13.5,0,0,0,10043,“needs logging”,“none recorded”,“none recorded”
2774,2018-08-29,18.5,18.5,0,0,0,12009,“needs logging”,“none recorded”,“none recorded”
2775,2018-08-30,14.5,19,0,0,0,11863,“needs logging”,“none recorded”,“none recorded”
2776,2018-08-31,24.5,25.5,0,0,0,16149,“needs logging”,“none recorded”,“none recorded”
2777,2018-09-01,36,30,0,0,0,223`4,“needs logging”,“none recorded”,“none recorded”
2778,2018-09-02,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2779,2018-09-03,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2780,2018-09-04,14.5,15.5,0,0,0,9880,“needs logging”,“none recorded”,“none recorded”
2781,2018-09-05,14.5,14,0,0,0,9558,“needs logging”,“none recorded”,“none recorded”
2782,2018-09-06,17.5,20.5,0,0,0,12753,“needs logging”,“none recorded”,“none recorded”
2783,2018-09-07,26,27.5,0,0,0,16887,“needs logging”,“none recorded”,“none recorded”
2784,2018-09-08,31.5,24.5,0,0,0,1812,“needs logging”,“none recorded”,“none recorded”
2785,2018-09-09,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2786,2018-09-10,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2787,2018-09-11,15,16,0,0,0,10134,“needs logging”,“none recorded”,“none recorded”
2788,2018-09-12,15.5,15,0,0,0,10225,“needs logging”,“none recorded”,“none recorded”
2789,2018-09-13,17.5,16.5,0,0,0,11543,“needs logging”,“none recorded”,“none recorded”
2790,2018-09-14,30,28,0,0,0,17897,“needs logging”,“none recorded”,“none recorded”
2791,2018-09-15,36,26.5,0,0,0,21184,“needs logging”,“none recorded”,“none recorded”
2792,2018-09-16,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2793,2018-09-17,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2794,2018-09-18,16,15,0,0,0,10195,“needs logging”,“none recorded”,“none recorded”
2795,2018-09-19,17,16,0,0,0,11214,“needs logging”,“none recorded”,“none recorded”
2796,2018-09-20,13,16,0,0,0,10267,“needs logging”,“none recorded”,“none recorded”
2797,2018-09-21,25.5,27,0,0,0,16525,“needs logging”,“none recorded”,“none recorded”
2798,2018-09-22,35,31,0,0,0,21753,“needs logging”,“none recorded”,“none recorded”
2799,2018-09-23,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2800,2018-09-24,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2801,2018-09-25,15.5,13.5,0,0,0,10049,“needs logging”,“none recorded”,“none recorded”
2802,2018-09-26,15.5,19.5,0,0,0,11689,“needs logging”,“none recorded”,“none recorded”
2803,2018-09-27,15,17,0,0,0,10842,“needs logging”,“none recorded”,“none recorded”
2804,2018-09-28,25.5,25,0,0,0,15531,“needs logging”,“none recorded”,“none recorded”
2805,2018-09-29,31,24,0,0,0,18949,“needs logging”,“none recorded”,“none recorded”
2806,2018-09-30,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2807,2018-10-01,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2808,2018-10-02,17,17.5,0,0,0,11490,“needs logging”,“none recorded”,“none recorded”
2809,2018-10-03,15.5,14,0,0,0,9688,“needs logging”,“none recorded”,“none recorded”
2810,2018-10-04,12,12,0,0,0,8924,“needs logging”,“none recorded”,“none recorded”
2811,2018-10-05,23,22,0,0,0,14632,“needs logging”,“none recorded”,“none recorded”
2812,2018-10-06,21,27,0,0,0,16192,“needs logging”,“none recorded”,“none recorded”
2813,2018-10-07,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2814,2018-10-08,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2815,2018-10-09,14,15,0,0,0,9686,“needs logging”,“none recorded”,“none recorded”
2816,2018-10-10,17,15.5,0,0,0,10386,“needs logging”,“none recorded”,“none recorded”
2817,2018-10-11,18,19,0,0,0,13010,“needs logging”,“none recorded”,“none recorded”
2818,2018-10-12,25.5,24.5,0,0,0,16893,“needs logging”,“none recorded”,“none recorded”
2819,2018-10-13,32,27.5,0,0,0,20619,“needs logging”,“none recorded”,“none recorded”
2820,2018-10-14,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2821,2018-10-15,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2822,2018-10-16,14.5,14.5,0,0,0,10237,“needs logging”,“none recorded”,“none recorded”
2823,2018-10-17,16,17.5,0,0,0,10975,“needs logging”,“none recorded”,“none recorded”
2824,2018-10-18,17.5,17,0,0,0,10872,“needs logging”,“none recorded”,“none recorded”
2825,2018-10-19,29,26.5,0,0,0,18950,“needs logging”,“none recorded”,“none recorded”
2826,2018-10-20,32,24,0,0,0,19139,“needs logging”,“none recorded”,“none recorded”
2827,2018-10-21,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2828,2018-10-22,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2829,2018-10-23,15,14,0,0,0,9857,“needs logging”,“none recorded”,“none recorded”
2830,2018-10-24,13.5,13,0,0,0,9411,“needs logging”,“none recorded”,“none recorded”
2831,2018-10-25,17,20,0,0,0,12127,“needs logging”,“none recorded”,“none recorded”
2832,2018-10-26,28,24,0,0,0,16285,“needs logging”,“none recorded”,“none recorded”
2833,2018-10-27,39,31,0,0,0,22466,“needs logging”,“none recorded”,“none recorded”
2834,2018-10-28,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2835,2018-10-29,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2836,2018-10-30,16,16,0,0,0,10496,“needs logging”,“none recorded”,“none recorded”
2837,2018-10-31,27.75,20.5,0,0,0,14006,“needs logging”,“none recorded”,“none recorded”
2838,2018-11-01,17.5,17,0,0,0,10882,“needs logging”,“none recorded”,“none recorded”
2839,2018-11-02,26.5,25.5,0,0,0,16754,“needs logging”,“none recorded”,“none recorded”
2840,2018-11-03,30,23.5,0,0,0,18775,“needs logging”,“none recorded”,“none recorded”
2841,2018-11-04,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2842,2018-11-05,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2843,2018-11-06,19,18,0,0,0,11697,“needs logging”,“none recorded”,“none recorded”
2844,2018-11-07,16.5,14.5,0,0,0,10352,“needs logging”,“none recorded”,“none recorded”
2845,2018-11-08,17,15.5,0,0,0,10978,“needs logging”,“none recorded”,“none recorded”
2846,2018-11-09,23,22,0,0,0,14104,“needs logging”,“none recorded”,“none recorded”
2847,2018-11-10,29.5,19.5,0,0,0,16375,“needs logging”,“none recorded”,“none recorded”
2848,2018-11-11,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2849,2018-11-12,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2850,2018-11-13,16.5,14.5,0,0,0,10408,“needs logging”,“none recorded”,“none recorded”
2851,2018-11-14,13.5,15.5,0,0,0,9759,“needs logging”,“none recorded”,“none recorded”
2852,2018-11-15,19,17.5,0,0,0,10386,“needs logging”,“none recorded”,“none recorded”
2853,2018-11-16,22.75,15,0,0,0,11238,“needs logging”,“none recorded”,“none recorded”
2854,2018-11-17,38,,0,0,0,9068,“needs logging”,“none recorded”,“none recorded”
2855,2018-11-18,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2856,2018-11-19,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2857,2018-11-20,20.5,15.5,0,0,0,11918,“needs logging”,“none recorded”,“none recorded”
2858,2018-11-21,103,,0,0,0,25460,“needs logging”,“none recorded”,“none recorded”
2859,2018-11-22,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2860,2018-11-23,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2861,2018-11-24,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2862,2018-11-25,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2863,2018-11-26,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2864,2018-11-27,16.5,11,0,0,0,8850,“needs logging”,“none recorded”,“none recorded”
2865,2018-11-28,15.5,15.5,0,0,0,10071,“needs logging”,“none recorded”,“none recorded”
2866,2018-11-29,14.5,12.5,0,0,0,8338,“needs logging”,“none recorded”,“none recorded”
2867,2018-11-30,21.5,20.5,0,0,0,12841,“needs logging”,“none recorded”,“none recorded”
2868,2018-12-01,31,27,0,0,0,18078,“needs logging”,“none recorded”,“none recorded”
2869,2018-12-02,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2870,2018-12-03,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2871,2018-12-04,14,11,0,0,0,8996,“needs logging”,“none recorded”,“none recorded”
2872,2018-12-05,16,13.5,0,0,0,9210,“needs logging”,“none recorded”,“none recorded”
2873,2018-12-06,16,16.5,0,0,0,10083,“needs logging”,“none recorded”,“none recorded”
2874,2018-12-07,21.5,18,0,0,0,12592,“needs logging”,“none recorded”,“none recorded”
2875,2018-12-08,34.5,21.5,0,0,0,18329,“needs logging”,“none recorded”,“none recorded”
2876,2018-12-09,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2877,2018-12-10,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2878,2018-12-11,16.5,14.5,0,0,0,9948,“needs logging”,“none recorded”,“none recorded”
2879,2018-12-12,20,14,0,0,0,11520,“needs logging”,“none recorded”,“none recorded”
2880,2018-12-13,17,17,0,0,0,9478,“needs logging”,“none recorded”,“none recorded”
2881,2018-12-14,27,23,0,0,0,15062,“needs logging”,“none recorded”,“none recorded”
2882,2018-12-15,37.5,24,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2883,2018-12-16,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2884,2018-12-17,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2885,2018-12-18,17.5,12.5,0,0,0,9704,“needs logging”,“none recorded”,“none recorded”
2886,2018-12-19,18,12.5,0,0,0,9911,“needs logging”,“none recorded”,“none recorded”
2887,2018-12-20,24.5,17,0,0,0,12494,“needs logging”,“none recorded”,“none recorded”
2888,2018-12-21,27.5,18,0,0,0,12346,“needs logging”,“none recorded”,“none recorded”
2889,2018-12-22,41,20,0,0,0,13610,“needs logging”,“none recorded”,“none recorded”
2890,2018-12-23,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2891,2018-12-24,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2892,2018-12-25,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2893,2018-12-26,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2894,2018-12-27,25,21,0,0,0,14746,“needs logging”,“none recorded”,“none recorded”
2895,2018-12-28,35.5,23,0,0,0,18477,“needs logging”,“none recorded”,“none recorded”
2896,2018-12-29,38.5,24.5,0,0,0,19926,“needs logging”,“none recorded”,“none recorded”
2897,2018-12-30,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2898,2018-12-31,35,,0,0,0,8468,“needs logging”,“none recorded”,“none recorded”
2899,DS,AM Pizza Rack,PM Pizza Racks,0,0,0,Sales,“needs logging”,“none recorded”,“none recorded”
2900,2015-01-13,18,19,0,0,0,11204.5,“needs logging”,“none recorded”,“none recorded”
2901,2015-01-14,17,16,0,0,0,9749.4,“needs logging”,“none recorded”,“none recorded”
2902,2015-01-15,,,0,0,0,10521,“needs logging”,“none recorded”,“none recorded”
2903,2015-01-16,25,25,0,0,0,13990.75,“needs logging”,“none recorded”,“none recorded”
2904,2015-01-17,34,24,0,0,0,17441.45,“needs logging”,“none recorded”,“none recorded”
2905,2015-01-18,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2906,2015-01-19,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2907,2015-01-20,11,13,0,0,0,7197,“needs logging”,“none recorded”,“none recorded”
2908,2015-01-21,14.5,14.5,0,0,0,8355.7,“needs logging”,“none recorded”,“none recorded”
2909,2015-01-22,19,18.5,0,0,0,10939,“needs logging”,“none recorded”,“none recorded”
2910,2015-01-23,24,18,0,0,0,11392.25,“needs logging”,“none recorded”,“none recorded”
2911,2015-01-24,34,26,0,0,0,17440.35,“needs logging”,“none recorded”,“none recorded”
2912,2015-01-25,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2913,2015-01-26,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2914,2015-01-27,16,12,0,0,0,8390,“needs logging”,“none recorded”,“none recorded”
2915,2015-01-28,13.5,13.5,0,0,0,7917,“needs logging”,“none recorded”,“none recorded”
2916,2015-01-29,16,14,0,0,0,9405.7,“needs logging”,“none recorded”,“none recorded”
2917,2015-01-30,24,22.75,0,0,0,12834.5,“needs logging”,“none recorded”,“none recorded”
2918,2015-01-31,35,29,0,0,0,18523.25,“needs logging”,“none recorded”,“none recorded”
2919,2015-02-01,16,,0,0,0,8194.31,“needs logging”,“none recorded”,“none recorded”
2920,2015-02-02,,,0,0,0,,“needs logging”,“none recorded”,“none recorded”
2921,2015-02-03,15,14,0,0,0,8596.5,“needs logging”,“none recorded”,“none recorded”
